month,sku,average-quantity,end-quantity,fulfillment-center-id,detailed-disposition,country
06/2019,HM0701-X-37,0.17,0,*XFR,SELLABLE,
06/2019,HM0701-1137,1,1,IND1,SELLABLE,US
06/2019,HM0701-X-39,0.07,0,DCA1,SELLABLE,US
06/2019,HM0701-B-37,0.07,0,EWR9,SELLABLE,US
06/2019,HM0731-Y-42,5.13,11,MDT2,SELLABLE,US
06/2019,HM0725-2537,0.1,0,DCA1,SELLABLE,US
06/2019,HM0731-Z-41,0.07,0,LAS2,SELLABLE,US
06/2019,HM0725-2540,0.03,0,BUF9,SELLABLE,US
06/2019,HM0701-X-42,0.07,0,ABE2,SELLABLE,US
06/2019,HM0709-1940,0.03,1,CHA1,SELLABLE,US
06/2019,HM0701-B-39,0.1,0,*XFR,SELLABLE,
06/2019,HM0701-B-42,0.03,0,JFK8,SELLABLE,US
06/2019,HM0801-B-45,0.03,0,PHL7,SELLABLE,US
06/2019,HM0505-1735/36,8.9,8,IND4,SELLABLE,US
06/2019,HM0731-H-41,0.03,0,*XFR,SELLABLE,
06/2019,HM0722-B-37,0.17,0,ONT6,SELLABLE,US
06/2019,HM0801-B-40,0.17,0,SDF9,SELLABLE,US
06/2019,HM0720-1038,4,6,MDT2,SELLABLE,US
06/2019,HM0738-140,0.17,0,SDF9,SELLABLE,US
06/2019,HM0737-Z-37,0.17,0,MDT2,SELLABLE,US
06/2019,HM0738-Z-37,0.03,0,DCA1,SELLABLE,US
06/2019,HM0742-0242,0.57,1,ONT6,SELLABLE,US
06/2019,HM0740-3240,0.1,0,LAS2,SELLABLE,US
06/2019,HM0701-1241,10.03,10,MDT2,SELLABLE,US
06/2019,HM0701-R-39,0.23,1,*XFR,SELLABLE,
06/2019,HM0742-2241,0.03,0,PHL7,SELLABLE,US
06/2019,HM0701-1137,0.03,0,SDF8,SELLABLE,US
06/2019,HM0701-H-35,5.43,1,ABE3,SELLABLE,US
06/2019,HM0737-Z-38,0.13,0,SDF9,SELLABLE,US
06/2019,HM0717-140,0.33,0,SDF8,SELLABLE,US
06/2019,HM0801-B-44,0.33,0,PHX3,SELLABLE,US
06/2019,HM0801-2043,12.17,12,MDT2,SELLABLE,US
06/2019,HM0739-141,0.77,0,ACY1,SELLABLE,US
06/2019,HM0731-Y-35,2.7,2,BNA3,SELLABLE,US
06/2019,HM0753-937,2,1,MDT2,SELLABLE,US
06/2019,HM0505-1731/32,13,13,IND4,SELLABLE,US
06/2019,HM0722-L-40,0.03,0,ABE2,SELLABLE,US
06/2019,HM0713-740,0.13,1,DCA1,SELLABLE,US
06/2019,HM0731-Y-41,0.03,0,ACY1,SELLABLE,US
06/2019,HM0722-L-39,0.07,0,*XFR,SELLABLE,
06/2019,HM0744-2038,5.1,4,MDT2,SELLABLE,US
06/2019,HM0739-142,2.6,2,MDT2,SELLABLE,US
06/2019,HM0722-L-40,0.03,0,SDF8,SELLABLE,US
06/2019,HM0801-2045,0.03,0,PHL7,SELLABLE,US
06/2019,HM0744-2039,4.23,2,MDT2,SELLABLE,US
06/2019,HM0741-0235,0.33,0,ACY1,SELLABLE,US
06/2019,HM0722-X-40,0.03,0,LAS2,SELLABLE,US
06/2019,HM0725-2538,0.33,0,*XFR,SELLABLE,
06/2019,HM0722-H-39,0.07,0,MDT2,SELLABLE,US
06/2019,HM0731-Y-38,0.3,0,DCA1,SELLABLE,US
06/2019,HM0701-2136,10.33,10,MDT2,SELLABLE,US
06/2019,HM0722-H-36,0.07,0,*XFR,SELLABLE,
06/2019,HM0733-1239,7.27,8,MDT2,SELLABLE,US
06/2019,HM0505-1041/42,34,34,IND4,SELLABLE,US
06/2019,HM0759-3240,2.4,12,MDT2,SELLABLE,US
06/2019,HM0722-X-40,0.1,0,PHX3,SELLABLE,US
06/2019,HM0801-B-46,0.17,0,*XFR,SELLABLE,
06/2019,HM0725-2536,0.1,0,*XFR,SELLABLE,
06/2019,HM0722-L-39,0.03,0,PHL7,SELLABLE,US
06/2019,HM0725-2536,0.07,0,LEX1,SELLABLE,US
06/2019,HM0722-B-39,0.03,0,PHL7,SELLABLE,US
06/2019,HM0739-242,0.37,0,SMF9,SELLABLE,US
06/2019,HM0701-H-38,6.9,13,MDT2,SELLABLE,US
06/2019,HM0713-739,28.63,32,MDT2,SELLABLE,US
06/2019,HM0709-1941,0.1,0,DCA1,SELLABLE,US
06/2019,HM0505-1041/42,4,4,MDT2,SELLABLE,US
06/2019,HM0701-R-37,0.03,0,LEX1,SELLABLE,US
06/2019,HM0801-745,3.53,2,ONT6,SELLABLE,US
06/2019,HM0741-1637,2.83,2,MDT2,SELLABLE,US
06/2019,HM0722-C-40,0.03,0,LAS2,SELLABLE,US
06/2019,HM0744-2036,5,5,MDT2,SELLABLE,US
06/2019,HM0505-1745/46,0.7,1,SDF8,SELLABLE,US
06/2019,HM0725-2740,1.27,0,MDT2,SELLABLE,US
06/2019,HM0731-Z-35,0.03,0,JFK8,SELLABLE,US
06/2019,HM0505-1733/34,0.7,1,IND1,SELLABLE,US
